ROUTE,STEP,STEP DESCRIPTION,AREA,TOOLGROUP,PROCESSING UNIT,PROCESSINGTIME DISTRIBUTION,MEAN,OFFSET,PT UNITS,CASCADING INTERVAL,C Units,BATCH MINIMUM,BATCH MAXIMUM,SETUP,WHEN,SETUP DISTRIBUTION,SETUP TIME,OFFSET.1,ST UNITS,STEP FOR LTL DEDICATION,REWORK PROBABILITY in %,R UNIT,STEP FOR REWORK,PROCESSING PROBABILITY in % (Sampling),STEP FOR CRITICAL QUEUE TIME,CQT,CQTUNITS
Route_Product_6,72,193_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,13.818,0.69,min,,,,,,,,,,,,,,,54.0,,,
Route_Product_6,73,194_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.882,0.04,min,0.6615,min,,,,,,,,,,,,,,,,
Route_Product_6,74,195_Implant,Implant,Implant_128,Wafer,uniform,1.116,0.06,min,0.837,min,,,SU128_1,need,,,,,,,,,,,,
Route_Product_6,75,196_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.978,0.05,min,0.7335,min,,,,,,,,,,,,,,,,
Route_Product_6,76,197_Implant,Implant,Implant_91,Wafer,uniform,1.236,0.06,min,0.927,min,,,SU91_3,need,,,,,,,,,,,,
Route_Product_6,77,198_Diffusion,Diffusion,Diffusion_FE_100,Batch,uniform,389.094,19.45,min,,,125.0,150.0,,,,,,,,,,,,,,
Route_Product_6,78,199_TF_Met,TF_Met,TF_Met_FE_61,Lot,uniform,7.8,0.39,min,,,,,,,,,,,,,,,33.0,,,
Route_Product_6,79,200_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,22.704,1.14,min,,,,,,,,,,,,,,,55.0,,,
Route_Product_6,80,201_Diffusion,Diffusion,Diffusion_FE_122,Batch,uniform,522.816,26.14,min,,,125.0,150.0,,,,,,,,,,,,,,
Route_Product_6,81,203_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.098,0.05,min,0.8235,min,,,,,,,,,,,,,,82.0,2.0,hr
Route_Product_6,82,204_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.778,0.14,min,,,,,,,,,,,,,,,,,,
Route_Product_6,83,205_Dry_Etch,Dry_Etch,DE_FE_51,Lot,uniform,172.998,8.65,min,,,,,,,,,,,,,,,,,,
Route_Product_6,84,206_Implant,Implant,Implant_74,Wafer,uniform,0.822,0.04,min,0.6165,min,,,,,,,,,,,,,,,,
Route_Product_6,85,207_Delay,Delay_32,Delay_32,Lot,uniform,120.0,6.0,min,,,,,,,,,,,,,,,,,,
Route_Product_6,86,208_Implant,Implant,Implant_128,Wafer,uniform,0.978,0.05,min,0.7335,min,,,SU128_2,need,,,,,,,,,,,,
Route_Product_6,87,209_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,6.234,0.31,min,,,,,,,,,,,,,,,52.0,,,
Route_Product_6,88,211_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,104.298,5.21,min,,,,,,,,,,,,,,,,89.0,1.0,hr
Route_Product_6,89,212_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.852,0.04,min,0.639,min,,,,,,,,,,,,,,,,
Route_Product_6,90,213_Implant,Implant,Implant_91,Wafer,uniform,0.786,0.04,min,0.5895,min,,,SU91_3,need,,,,,,,,,,,,
Route_Product_6,91,214_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.678,0.03,min,0.5085,min,,,,,,,,,,,,,,,,
Route_Product_6,92,215_Dry_Etch,Dry_Etch,DE_FE_62,Lot,uniform,169.656,8.48,min,,,,,,,,,,,,,,,,,,
Route_Product_6,93,216_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,73.506,3.68,min,,,,,,,,,,,,,,,,,,
Route_Product_6,94,217_TF_Met,TF_Met,TF_Met_FE_61,Lot,uniform,6.168,0.31,min,,,,,,,,,,,,,,,34.0,,,
Route_Product_6,95,218_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.098,0.05,min,0.8235,min,,,,,,,,,,,,,,,,
Route_Product_6,96,219_Delay,Delay_32,Delay_32,Lot,uniform,180.0,9.0,min,,,,,,,,,,,,,,,,,,
Route_Product_6,97,220_Diffusion,Diffusion,Diffusion_FE_101,Batch,uniform,449.862,22.49,min,,,125.0,150.0,,,,,,,,,,,,,,
Route_Product_6,98,221_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,115.812,5.79,min,,,,,,,,,,,,,,,,,,
Route_Product_6,99,222_Implant,Implant,Implant_91,Wafer,uniform,0.936,0.05,min,0.702,min,,,SU91_3,need,,,,,,,,,,,,
Route_Product_6,100,223_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.906,0.05,min,0.6795,min,,,,,,,,,,,,,,,,
Route_Product_6,101,331_Litho,Litho,LithoTrack_FE_95,Wafer,uniform,1.704,0.09,min,,,,,,,,,,,,,,,,,,
Route_Product_6,102,332_Dry_Etch,Dry_Etch,DE_FE_70,Lot,uniform,67.254,3.36,min,,,,,,,,,,,,,,,,,,
Route_Product_6,103,333_Wet_Etch,Wet_Etch,WE_FE_41,Wafer,uniform,0.87,0.04,min,0.6525,min,,,,,,,,,,,,,,,,
Route_Product_6,104,334_TF_Met,TF_Met,TF_Met_FE_61,Lot,uniform,9.582,0.48,min,,,,,,,,,,,,,,,37.0,,,
Route_Product_6,105,335_Wet_Etch,Wet_Etch,WE_FE_41,Wafer,uniform,0.948,0.05,min,0.711,min,,,,,,,,,,,,,,,,
Route_Product_6,106,336_Diffusion,Diffusion,Diffusion_FE_94,Batch,uniform,539.346,26.97,min,,,75.0,100.0,,,,,,,,,,,,,,
Route_Product_6,107,337_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.96,0.05,min,0.72,min,,,,,,,,,,,,,,,,
Route_Product_6,108,338_TF,TF,TF_FE_103,Lot,uniform,84.204,4.21,min,71.5734,min,,,,,,,,,,,,,,,,
Route_Product_6,109,339_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.624,0.03,min,0.468,min,,,,,,,,,,,,,,,,
Route_Product_6,110,340_Litho,Litho,LithoTrack_FE_95,Wafer,uniform,2.736,0.14,min,,,,,,,,,,,,,,,,,,
Route_Product_6,111,341_Dry_Etch,Dry_Etch,DE_FE_70,Lot,uniform,71.64,3.58,min,,,,,,,,,,,,,,,,,,
Route_Product_6,112,342_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.888,0.04,min,0.666,min,,,,,,,,,,,,,,,,
Route_Product_6,113,343_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.696,0.03,min,0.522,min,,,,,,,,,,,,,,,,
Route_Product_6,114,365_Litho,Litho,Litho_FE_111,Wafer,uniform,2.574,0.13,min,,,,,,,,,,,,,,,,,,
Route_Product_6,115,366_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,17.358,0.87,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_6,116,367_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,23.982,1.2,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_6,117,368_Implant,Implant,Implant_128,Wafer,uniform,0.798,0.04,min,0.5985,min,,,SU128_3,need,,,,,,,,,,,,
Route_Product_6,118,369_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,162.216,8.11,min,,,,,,,,,,,,,,,,,,
Route_Product_6,119,370_Wet_Etch,Wet_Etch,WE_FE_47,Wafer,uniform,1.194,0.06,min,0.8955,min,,,,,,,,,,,,,,,,
Route_Product_6,120,371_Wet_Etch,Wet_Etch,WE_FE_41,Wafer,uniform,0.612,0.03,min,0.459,min,,,,,,,,,,,,,,,,
Route_Product_6,121,373_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,142.164,7.11,min,,,,,,,,,,,,,,,,,,
Route_Product_6,122,374_Dry_Etch,Dry_Etch,DE_FE_56,Lot,uniform,72.006,3.6,min,,,,,,,,,,,,,,,,123.0,1.0,hr
Route_Product_6,123,375_Wet_Etch,Wet_Etch,WE_FE_41,Wafer,uniform,0.738,0.04,min,0.5535,min,,,,,,,,,,,,,,,,
Route_Product_6,124,376_TF_Met,TF_Met,TF_Met_FE_61,Lot,uniform,6.33,0.32,min,,,,,,,,,,,,,,,35.0,,,
Route_Product_6,125,377_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,140.724,7.04,min,,,,,,,,,,,,,,,,,,
Route_Product_6,126,378_Dielectric,Dielectric,Dielectric_FE_29,Lot,uniform,46.704,2.34,min,,,,,,,,,,,,,,,,,,
Route_Product_6,127,379_Planar,Planar,Planar_FE_78,Lot,uniform,50.82,2.54,min,35.574,min,,,,,,,,,,,,,,,,
Route_Product_6,128,380_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.122,0.06,min,0.8415,min,,,,,,,,,,,,,,,,
Route_Product_6,129,381_Dielectric,Dielectric,Dielectric_FE_31,Lot,uniform,55.53,2.78,min,,,,,,,,,,,,,,,,,,
Route_Product_6,130,382_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,0.63,0.03,min,0.4725,min,,,,,,,,,,,,,,,,
Route_Product_6,131,383_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.6,0.03,min,0.45,min,,,,,,,,,,,,,,,,
Route_Product_6,132,384_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,1.872,0.09,min,,,,,,,,,,,,,,,,,,
Route_Product_6,133,385_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,3.21,0.16,min,,,,,SU385_6,need,constant,8.0,,min,,,,,,,,
Route_Product_6,134,386_Litho,Litho,Litho_FE_92,Wafer,uniform,2.592,0.13,min,,,,,,,,,,,,,,,,,,
Route_Product_6,135,387_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,26.43,1.32,min,,,,,,,,,,,,,,,10.0,,,
Route_Product_6,136,388_Implant,Implant,Implant_128,Wafer,uniform,0.864,0.04,min,0.648,min,,,SU128_2,need,,,,,,,,,,,,
Route_Product_6,137,389_Diffusion,Diffusion,Diffusion_FE_44,Batch,uniform,448.002,22.4,min,,,75.0,100.0,,,,,,,,,,,,,,
Route_Product_6,138,390_Litho,Litho,Litho_FE_92,Wafer,uniform,3.306,0.17,min,,,,,,,,,,,,,,,,,,
Route_Product_6,139,391_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,17.442,0.87,min,,,,,,,,,,,,,,,21.0,,,
Route_Product_6,140,392_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,27.666,1.38,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_6,141,394_Dry_Etch,Dry_Etch,DE_FE_72,Lot,uniform,69.69,3.48,min,,,,,,,,,,,,,,,,,,
Route_Product_6,142,395_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,170.394,8.52,min,,,,,,,,,,,,,,,,143.0,1.0,hr
Route_Product_6,143,396_Wet_Etch,Wet_Etch,WE_FE_41,Wafer,uniform,0.852,0.04,min,0.639,min,,,,,,,,,,,,,,,,
Route_Product_6,144,397_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,0.894,0.04,min,0.6705,min,,,,,,,,,,,,,,,,
Route_Product_6,145,398_Wet_Etch,Wet_Etch,WE_FE_85,Wafer,uniform,0.768,0.04,min,0.576,min,,,,,,,,,,,,,,,,
Route_Product_6,146,399_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,1.656,0.08,min,,,,,,,,,,,,,,,,,,
Route_Product_6,147,400_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,3.252,0.16,min,,,,,SU400_6,need,constant,8.0,,min,,,,,,,,
Route_Product_6,148,401_Litho,Litho,Litho_FE_92,Wafer,uniform,2.346,0.12,min,,,,,,,,,,,,,,,,,,
Route_Product_6,149,402_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,23.838,1.19,min,,,,,,,,,,,,,,,36.0,,,
Route_Product_6,150,403_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,19.452,0.97,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_6,151,405_Dry_Etch,Dry_Etch,DE_FE_72,Lot,uniform,62.952,3.15,min,,,,,,,,,,,,,,,,,,
Route_Product_6,152,406_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,173.484,8.67,min,,,,,,,,,,,,,,,,,,
Route_Product_6,153,407_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,99.75,4.99,min,,,,,,,,,,,,,,,,154.0,1.0,hr
Route_Product_6,154,408_Wet_Etch,Wet_Etch,WE_FE_47,Wafer,uniform,1.026,0.05,min,0.7695,min,,,,,,,,,,,,,,,,
Route_Product_6,155,409_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,0.756,0.04,min,0.567,min,,,,,,,,,,,,,,,,
Route_Product_6,156,410_Wet_Etch,Wet_Etch,WE_FE_85,Wafer,uniform,1.164,0.06,min,0.873,min,,,,,,,,,,,,,,,,
Route_Product_6,157,450_Litho,Litho,LithoTrack_FE_95,Wafer,uniform,1.608,0.08,min,,,,,SU450_6,need,constant,15.0,,min,,,,,,,,
Route_Product_6,158,451_Litho,Litho,Litho_FE_92,Wafer,uniform,3.282,0.16,min,,,,,,,,,,,,,,,,,,
Route_Product_6,159,452_Litho_Met,Litho_Met,LithoMet_BE_18,Lot,uniform,18.99,0.95,min,,,,,,,,,,,,,,,30.0,,,
Route_Product_6,160,453_Litho_Met,Litho_Met,Litho_REG_BE_63,Lot,uniform,25.344,1.27,min,,,,,,,,,,,,,,,28.0,,,
Route_Product_6,161,454_Delay,Delay_32,Delay_32,Lot,uniform,180.0,9.0,min,,,,,,,,,,,,,,,,,,
Route_Product_6,162,456_Dry_Etch,Dry_Etch,DE_BE_67,Lot,uniform,74.844,3.74,min,,,,,,,,,,,,,,,,,,
Route_Product_6,163,457_Wet_Etch,Wet_Etch,WE_BE_7,Wafer,uniform,0.69,0.03,min,0.5175,min,,,,,,,,,,,,,,,,
Route_Product_6,164,458_Wet_Etch,Wet_Etch,WE_BE_14,Wafer,uniform,0.978,0.05,min,0.7335,min,,,,,,,,,,,,,,,,
Route_Product_6,165,459_Delay,Delay_32,Delay_32,Lot,uniform,180.0,9.0,min,,,,,,,,,,,,,,,,,,
Route_Product_6,166,460_Dry_Etch,Dry_Etch,DE_BE_11,Lot,uniform,74.646,3.73,min,,,,,,,,,,,,,,,,,,
Route_Product_6,167,461_Wet_Etch,Wet_Etch,WE_BE_17,Wafer,uniform,1.188,0.06,min,0.891,min,,,,,,,,,,,,,,,,
Route_Product_6,168,462_Litho,Litho,LithoTrack_FE_95,Wafer,uniform,3.246,0.16,min,,,,,,,,,,,,,,,,,,
Route_Product_6,169,463_Delay,Delay_32,Delay_32,Lot,uniform,120.0,6.0,min,,,,,,,,,,,,,,,,,,
Route_Product_6,170,464_Dry_Etch,Dry_Etch,DE_BE_12,Lot,uniform,170.046,8.5,min,,,,,,,,,,,,,,,,,,
Route_Product_6,171,465_Wet_Etch,Wet_Etch,WE_BE_16,Wafer,uniform,0.708,0.04,min,0.531,min,,,,,,,,,,,,,,,,
Route_Product_6,172,467_Wet_Etch,Wet_Etch,WE_BE_17,Wafer,uniform,1.02,0.05,min,0.765,min,,,,,,,,,,,,,,173.0,10.0,hr
Route_Product_6,173,468_Diffusion,Diffusion,Diffusion_BE_123,Batch,uniform,460.578,23.03,min,,,75.0,100.0,,,,,,,,,,,,,,
Route_Product_6,174,469_Litho_Met,Litho_Met,LithoMet_BE_18,Lot,uniform,29.58,1.48,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_6,175,471_TF,TF,TF_BE_24,Lot,uniform,86.934,4.35,min,73.8939,min,,,,,,,,,,,,,,178.0,8.0,hr
Route_Product_6,176,472_Def_Met,Def_Met,DefMet_BE_42,Lot,uniform,20.52,1.03,min,,,,,,,,,,,,,,,10.0,,,
Route_Product_6,177,473_TF,TF,TF_BE_40,Lot,uniform,71.286,3.56,min,60.5931,min,,,,,,,,,,,,,,,,
Route_Product_6,178,474_Wet_Etch,Wet_Etch,WE_BE_82,Wafer,uniform,0.606,0.03,min,0.4545,min,,,,,,,,,,,,,,,,
Route_Product_6,179,476_Planar,Planar,Planar_BE_75,Lot,uniform,65.184,3.26,min,45.6288,min,,,,,,,,,,,,,,189.0,24.0,hr
Route_Product_6,180,479_Def_Met,Def_Met,DefMet_BE_33,Lot,uniform,27.054,1.35,min,,,,,,,,,,,,,,,10.0,,,
