ROUTE,STEP,STEP DESCRIPTION,AREA,TOOLGROUP,PROCESSING UNIT,PROCESSINGTIME DISTRIBUTION,MEAN,OFFSET,PT UNITS,CASCADING INTERVAL,C Units,BATCH MINIMUM,BATCH MAXIMUM,SETUP,WHEN,SETUP DISTRIBUTION,SETUP TIME,OFFSET.1,ST UNITS,STEP FOR LTL DEDICATION,REWORK PROBABILITY in %,R UNIT,STEP FOR REWORK,PROCESSING PROBABILITY in % (Sampling),STEP FOR CRITICAL QUEUE TIME,CQT,CQTUNITS
Route_Product_4,15,015_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.676,0.13,min,,,,,SU015_4,need,constant,8.0,,min,,,,,,,,
Route_Product_4,16,016_Litho,Litho,Litho_FE_92,Wafer,uniform,2.64,0.13,min,,,,,,,,,,,109.0,,,,,,,
Route_Product_4,17,017_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,28.104,1.41,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,18,018_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,25.272,1.26,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,19,019_Def_Met,Def_Met,DefMet_FE_10,Lot,uniform,6.876,0.34,min,,,,,,,,,,,,,,,57.0,,,
Route_Product_4,20,020_Implant,Implant,Implant_128,Wafer,uniform,1.14,0.06,min,0.855,min,,,SU128_3,need,,,,,,,,,,,,
Route_Product_4,21,021_Dry_Etch,Dry_Etch,DE_FE_1,Lot,uniform,135.234,6.76,min,,,,,,,,,,,,,,,,,,
Route_Product_4,22,022_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,162.798,8.14,min,,,,,,,,,,,,,,,,,,
Route_Product_4,23,023_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.002,0.05,min,0.7515,min,,,,,,,,,,,,,,,,
Route_Product_4,24,024_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.978,0.05,min,0.7335,min,,,,,,,,,,,,,,,,
Route_Product_4,25,025_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,18.906,0.95,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,26,026_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,19.374,0.97,min,,,,,,,,,,,,,,,57.0,,,
Route_Product_4,27,027_Diffusion,Diffusion,Diffusion_FE_44,Batch,uniform,349.992,17.5,min,,,100.0,125.0,,,,,,,,,,,,,,
Route_Product_4,28,028_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,6.372,0.32,min,,,,,,,,,,,,,,,51.0,,,
Route_Product_4,29,029_Dry_Etch,Dry_Etch,DE_FE_51,Lot,uniform,72.492,3.62,min,,,,,,,,,,,,,,,,,,
Route_Product_4,30,030_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,84.336,4.22,min,,,,,,,,,,,,,,,,,,
Route_Product_4,31,031_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.93,0.05,min,0.6975,min,,,,,,,,,,,,,,,,
Route_Product_4,32,032_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,0.948,0.05,min,0.711,min,,,,,,,,,,,,,,,,
Route_Product_4,33,034_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.14,0.06,min,0.855,min,,,,,,,,,,,,,,34.0,2.0,hr
Route_Product_4,34,035_Litho,Litho,LithoTrack_FE_95,Wafer,uniform,2.784,0.14,min,,,,,,,,,,,,,,,,,,
Route_Product_4,35,036_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,1.692,0.08,min,,,,,SU036_4,need,constant,8.0,,min,,,,,,,,
Route_Product_4,36,037_Litho,Litho,Litho_FE_92,Wafer,uniform,2.226,0.11,min,,,,,,,,,,,,,,,,,,
Route_Product_4,37,038_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,16.902,0.85,min,,,,,,,,,,,,,,,30.0,,,
Route_Product_4,38,039_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,21.306,1.07,min,,,,,,,,,,,,,,,49.0,,,
Route_Product_4,39,041_Dry_Etch,Dry_Etch,DE_FE_71,Lot,uniform,164.082,8.2,min,,,,,,,,,,,,,,,,40.0,1.0,hr
Route_Product_4,40,042_Wet_Etch,Wet_Etch,WE_FE_41,Wafer,uniform,0.906,0.05,min,0.6795,min,,,,,,,,,,,,,,,,
Route_Product_4,41,043_Dry_Etch,Dry_Etch,DE_FE_59,Lot,uniform,108.438,5.42,min,,,,,,,,,,,,,,,,,,
Route_Product_4,42,044_Wet_Etch,Wet_Etch,WE_FE_47,Wafer,uniform,1.14,0.06,min,0.855,min,,,,,,,,,,,,,,,,
Route_Product_4,43,047_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,9.744,0.49,min,,,,,,,,,,,,,,,53.0,,,
Route_Product_4,44,048_Delay,Delay_32,Delay_32,Lot,uniform,180.0,9.0,min,,,,,,,,,,,,,,,,,,
Route_Product_4,45,049_Dry_Etch,Dry_Etch,DE_FE_54,Lot,uniform,97.818,4.89,min,,,,,,,,,,,,,,,,,,
Route_Product_4,46,050_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,105.036,5.25,min,,,,,,,,,,,,,,,,,,
Route_Product_4,47,051_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.792,0.04,min,0.594,min,,,,,,,,,,,,,,,,
Route_Product_4,48,052_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,20.67,1.03,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,49,053_Def_Met,Def_Met,DefMet_FE_34,Lot,uniform,25.224,1.26,min,,,,,,,,,,,,,,,56.0,,,
Route_Product_4,50,054_Delay,Delay_32,Delay_32,Lot,uniform,240.0,12.0,min,,,,,,,,,,,,,,,,,,
Route_Product_4,51,055_Wet_Etch,Wet_Etch,WE_FE_8,Wafer,uniform,1.086,0.05,min,0.8145,min,,,,,,,,,,,,,,,,
Route_Product_4,52,056_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,0.96,0.05,min,0.72,min,,,,,,,,,,,,,,,,
Route_Product_4,53,057_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,29.298,1.46,min,,,,,,,,,,,,,,,56.0,,,
Route_Product_4,54,058_Dielectric,Dielectric,Dielectric_FE_112,Lot,uniform,35.928,1.8,min,,,,,,,,,,,,,,,,,,
Route_Product_4,55,059_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.936,0.05,min,0.702,min,,,,,,,,,,,,,,,,
Route_Product_4,56,060_Dielectric,Dielectric,Dielectric_FE_112,Lot,uniform,44.94,2.25,min,,,,,,,,,,,,,,,,,,
Route_Product_4,57,061_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.08,0.05,min,0.81,min,,,,,,,,,,,,,,,,
Route_Product_4,58,062_Dielectric,Dielectric,Dielectric_FE_112,Lot,uniform,33.324,1.67,min,,,,,,,,,,,,,,,,,,
Route_Product_4,59,063_Planar,Planar,Planar_FE_79,Lot,uniform,77.07,3.85,min,53.949,min,,,,,,,,,,,,,,,,
Route_Product_4,60,064_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.194,0.06,min,0.8955,min,,,,,,,,,,,,,,,,
Route_Product_4,61,065_Litho,Litho,Litho_FE_111,Wafer,uniform,1.92,0.1,min,,,,,,,,,,,75.0,,,,,,,
Route_Product_4,62,066_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,24.606,1.23,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,63,067_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,20.196,1.01,min,,,,,,,,,,,,,,,23.0,,,
Route_Product_4,64,068_Implant,Implant,Implant_132,Wafer,uniform,1.05,0.05,min,0.7875,min,,,SU132_3,need,,,,,,,,,,,,
Route_Product_4,65,069_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,155.718,7.79,min,,,,,,,,,,,,,,,,,,
Route_Product_4,66,070_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.068,0.05,min,0.801,min,,,,,,,,,,,,,,,,
Route_Product_4,67,071_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.128,0.06,min,0.846,min,,,,,,,,,,,,,,,,
Route_Product_4,68,079_Litho,Litho,Litho_FE_98,Wafer,uniform,3.3,0.17,min,,,,,,,,,,,,,,,,,,
Route_Product_4,69,080_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,22.854,1.14,min,,,,,,,,,,,,,,,17.0,,,
Route_Product_4,70,081_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,16.452,0.82,min,,,,,,,,,,,,,,,19.0,,,
Route_Product_4,71,082_Implant,Implant,Implant_132,Wafer,uniform,1.062,0.05,min,0.7965,min,,,SU132_1,need,,,,,,,,,,,,
Route_Product_4,72,083_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,139.158,6.96,min,,,,,,,,,,,,,,,,,,
Route_Product_4,73,084_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.786,0.04,min,0.5895,min,,,,,,,,,,,,,,,,
Route_Product_4,74,085_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.128,0.06,min,0.846,min,,,,,,,,,,,,,,,,
Route_Product_4,75,086_Litho,Litho,Litho_FE_111,Wafer,uniform,2.772,0.14,min,,,,,,,,,,,142.0,,,,,,,
Route_Product_4,76,087_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,28.422,1.42,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,77,088_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,23.172,1.16,min,,,,,,,,,,,,1.0,lot,75.0,41.0,,,
Route_Product_4,78,089_Implant,Implant,Implant_132,Wafer,uniform,1.32,0.07,min,0.99,min,,,SU132_2,need,,,,,,,,,,,,
Route_Product_4,79,090_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,137.484,6.87,min,,,,,,,,,,,,,,,,,,
Route_Product_4,80,091_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.912,0.05,min,0.684,min,,,,,,,,,,,,,,,,
Route_Product_4,81,092_Litho,Litho,Litho_FE_111,Wafer,uniform,1.692,0.08,min,,,,,,,,,,,,,,,,,,
Route_Product_4,82,093_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,27.294,1.36,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,83,094_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,26.22,1.31,min,,,,,,,,,,,,1.0,lot,81.0,100.0,,,
Route_Product_4,84,095_Implant,Implant,Implant_132,Wafer,uniform,1.332,0.07,min,0.999,min,,,SU132_1,need,,,,,,,,,,,,
Route_Product_4,85,096_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.176,0.06,min,0.882,min,,,,,,,,,,,,,,,,
Route_Product_4,86,097_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,82.242,4.11,min,,,,,,,,,,,,,,,,,,
Route_Product_4,87,098_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.708,0.04,min,0.531,min,,,,,,,,,,,,,,,,
Route_Product_4,88,100_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.87,0.04,min,0.6525,min,,,,,,,,,,,,,,,,
Route_Product_4,89,101_Delay,Delay_32,Delay_32,Lot,uniform,240.0,12.0,min,,,,,,,,,,,,,,,,,,
Route_Product_4,90,102_Implant,Implant,Implant_88,Wafer,uniform,0.864,0.04,min,0.648,min,,,,,,,,,,,,,,,,
Route_Product_4,91,103_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.906,0.05,min,0.6795,min,,,,,,,,,,,,,,,,
Route_Product_4,92,104_TF,TF,TF_FE_131,Lot,uniform,82.584,4.13,min,70.1964,min,,,,,,,,,,,,,,,,
Route_Product_4,93,105_Def_Met,Def_Met,DefMet_FE_34,Lot,uniform,8.142,0.41,min,,,,,,,,,,,,,,,58.0,,,
Route_Product_4,94,106_Delay,Delay_32,Delay_32,Lot,uniform,180.0,9.0,min,,,,,,,,,,,,,,,,,,
Route_Product_4,95,108_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.624,0.03,min,0.468,min,,,,,,,,,,,,,,96.0,10.0,hr
Route_Product_4,96,109_Diffusion,Diffusion,Diffusion_FE_120,Batch,uniform,399.516,19.98,min,,,75.0,100.0,,,,,,,,,,,,,,
Route_Product_4,97,110_Diffusion,Diffusion,Diffusion_FE_127,Batch,uniform,317.748,15.89,min,,,100.0,125.0,,,,,,,,,,,,,,
Route_Product_4,98,111_Planar,Planar,Planar_FE_77,Lot,uniform,43.116,2.16,min,30.1812,min,,,,,,,,,,,,,,,,
Route_Product_4,99,112_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.05,0.05,min,0.7875,min,,,,,,,,,,,,,,,,
Route_Product_4,100,113_Delay,Delay_32,Delay_32,Lot,uniform,120.0,6.0,min,,,,,,,,,,,,,,,,,,
Route_Product_4,101,114_Dielectric,Dielectric,Dielectric_FE_30,Lot,uniform,33.426,1.67,min,30.0834,min,,,,,,,,,,,,,,,,
Route_Product_4,102,115_Def_Met,Def_Met,DefMet_FE_34,Lot,uniform,13.698,0.68,min,,,,,,,,,,,,,,,59.0,,,
Route_Product_4,103,116_Wet_Etch,Wet_Etch,WE_FE_8,Wafer,uniform,0.792,0.04,min,0.594,min,,,,,,,,,,,,,,,,
Route_Product_4,104,117_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.66,0.03,min,0.495,min,,,,,,,,,,,,,,,,
Route_Product_4,105,118_Implant,Implant,Implant_91,Wafer,uniform,1.242,0.06,min,0.9315,min,,,SU91_1,need,,,,,,,,,,,,
Route_Product_4,106,119_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,1.08,0.05,min,0.81,min,,,,,,,,,,,,,,,,
Route_Product_4,107,120_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.978,0.05,min,0.7335,min,,,,,,,,,,,,,,,,
Route_Product_4,108,121_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.67,0.13,min,,,,,SU121_4,need,constant,8.0,,min,,,,,,,,
Route_Product_4,109,122_Litho,Litho,Litho_FE_92,Wafer,uniform,3.066,0.15,min,,,,,,,,,,,200.0,,,,,,,
Route_Product_4,110,123_TF_Met,TF_Met,TF_Met_FE_61,Lot,uniform,9.924,0.5,min,,,,,,,,,,,,,,,31.0,,,
Route_Product_4,111,124_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,23.598,1.18,min,,,,,,,,,,,,,,,42.0,,,
Route_Product_4,112,125_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,25.29,1.26,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,113,126_Implant,Implant,Implant_128,Wafer,uniform,1.32,0.07,min,0.99,min,,,SU128_1,need,,,,,,,,,,,,
Route_Product_4,114,127_Dry_Etch,Dry_Etch,DE_FE_71,Lot,uniform,99.978,5.0,min,,,,,,,,,,,,,,,,,,
Route_Product_4,115,128_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,150.15,7.51,min,,,,,,,,,,,,,,,,,,
Route_Product_4,116,129_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,27.834,1.39,min,,,,,,,,,,,,,,,58.0,,,
Route_Product_4,117,130_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.936,0.05,min,0.702,min,,,,,,,,,,,,,,,,
Route_Product_4,118,131_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,0.708,0.04,min,0.531,min,,,,,,,,,,,,,,,,
Route_Product_4,119,132_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.146,0.06,min,0.8595,min,,,,,,,,,,,,,,,,
Route_Product_4,120,133_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,9.144,0.46,min,,,,,,,,,,,,,,,52.0,,,
Route_Product_4,121,134_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.898,0.14,min,,,,,SU134_4,need,constant,8.0,,min,,,,,,,,
Route_Product_4,122,135_Litho,Litho,Litho_FE_92,Wafer,uniform,2.55,0.13,min,,,,,,,,,,,,,,,,,,
Route_Product_4,123,136_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,27.864,1.39,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,124,137_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,28.926,1.45,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,125,138_Dry_Etch,Dry_Etch,DE_FE_71,Lot,uniform,170.784,8.54,min,,,,,,,,,,,,,,,,,,
Route_Product_4,126,139_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.062,0.05,min,0.7965,min,,,,,,,,,,,,,,,,
Route_Product_4,127,140_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,0.9,0.05,min,0.675,min,,,,,,,,,,,,,,,,
Route_Product_4,128,141_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.96,0.05,min,0.72,min,,,,,,,,,,,,,,,,
Route_Product_4,129,142_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,8.016,0.4,min,,,,,,,,,,,,,,,50.0,,,
Route_Product_4,130,143_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,1.638,0.08,min,,,,,SU143_4,need,constant,8.0,,min,,,,,,,,
Route_Product_4,131,144_Litho,Litho,Litho_FE_92,Wafer,uniform,1.998,0.1,min,,,,,,,,,,,,,,,,,,
Route_Product_4,132,145_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,18.174,0.91,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,133,146_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,22.86,1.14,min,,,,,,,,,,,,0.7,lot,131.0,50.0,,,
Route_Product_4,134,150_Dry_Etch,Dry_Etch,DE_FE_59,Lot,uniform,156.384,7.82,min,,,,,,,,,,,,,,,,,,
Route_Product_4,135,151_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.008,0.05,min,0.756,min,,,,,,,,,,,,,,,,
Route_Product_4,136,152_TF_Met,TF_Met,TF_Met_FE_61,Lot,uniform,7.926,0.4,min,,,,,,,,,,,,,,,36.0,,,
Route_Product_4,137,153_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,25.158,1.26,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,138,154_Def_Met,Def_Met,DefMet_FE_10,Lot,uniform,29.238,1.46,min,,,,,,,,,,,,,,,57.0,,,
Route_Product_4,139,155_Delay,Delay_32,Delay_32,Lot,uniform,120.0,6.0,min,,,,,,,,,,,,,,,,,,
Route_Product_4,140,156_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,134.61,6.73,min,,,,,,,,,,,,,,,,,,
Route_Product_4,141,157_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.906,0.05,min,0.6795,min,,,,,,,,,,,,,,,,
Route_Product_4,142,167_Litho,Litho,Litho_FE_111,Wafer,uniform,2.01,0.1,min,,,,,,,,,,,165.0,,,,,,,
Route_Product_4,143,168_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,21.846,1.09,min,,,,,,,,,,,,,,,31.0,,,
Route_Product_4,144,169_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,22.506,1.13,min,,,,,,,,,,,,,,,48.0,,,
Route_Product_4,145,170_Implant,Implant,Implant_132,Wafer,uniform,1.44,0.07,min,1.08,min,,,SU132_3,need,,,,,,,,,,,,
Route_Product_4,146,171_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,126.198,6.31,min,,,,,,,,,,,,,,,,,,
Route_Product_4,147,172_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.158,0.06,min,0.8685,min,,,,,,,,,,,,,,,,
Route_Product_4,148,173_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.158,0.06,min,0.8685,min,,,,,,,,,,,,,,,,
Route_Product_4,149,174_Litho,Litho,Litho_FE_111,Wafer,uniform,2.484,0.12,min,,,,,,,,,,,,,,,,,,
Route_Product_4,150,175_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,15.054,0.75,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,151,176_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,28.002,1.4,min,,,,,,,,,,,,0.5,lot,149.0,100.0,,,
Route_Product_4,152,177_Implant,Implant,Implant_132,Wafer,uniform,1.326,0.07,min,0.9945,min,,,SU132_1,need,,,,,,,,,,,,
Route_Product_4,153,178_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,108.87,5.44,min,,,,,,,,,,,,,,,,,,
Route_Product_4,154,179_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.098,0.05,min,0.8235,min,,,,,,,,,,,,,,,,
Route_Product_4,155,180_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,26.088,1.3,min,,,,,,,,,,,,,,,51.0,,,
Route_Product_4,156,181_Diffusion,Diffusion,Diffusion_FE_122,Batch,uniform,484.014,24.2,min,,,100.0,125.0,,,,,,,,,,,,,,
Route_Product_4,157,182_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,123.51,6.18,min,,,,,,,,,,,,,,,,,,
Route_Product_4,158,183_Implant,Implant,Implant_91,Wafer,uniform,0.864,0.04,min,0.648,min,,,SU91_2,need,,,,,,,,,,,,
Route_Product_4,159,184_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.822,0.04,min,0.6165,min,,,,,,,,,,,,,,,,
Route_Product_4,160,340_Litho,Litho,LithoTrack_FE_95,Wafer,uniform,2.736,0.14,min,,,,,,,,,,,,,,,,,,
Route_Product_4,161,341_Dry_Etch,Dry_Etch,DE_FE_70,Lot,uniform,71.64,3.58,min,,,,,,,,,,,,,,,,,,
Route_Product_4,162,342_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.888,0.04,min,0.666,min,,,,,,,,,,,,,,,,
Route_Product_4,163,343_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.696,0.03,min,0.522,min,,,,,,,,,,,,,,,,
Route_Product_4,164,344_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,3.0,0.15,min,,,,,SU344_4,need,constant,8.0,,min,,,,,,,,
Route_Product_4,165,345_Litho,Litho,Litho_FE_111,Wafer,uniform,3.108,0.16,min,,,,,,,,,,,,,,,,,,
Route_Product_4,166,346_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,23.226,1.16,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,167,347_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,25.644,1.28,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,168,348_Dry_Etch,Dry_Etch,DE_FE_70,Lot,uniform,148.344,7.42,min,,,,,,,,,,,,,,,,,,
Route_Product_4,169,349_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.996,0.05,min,0.747,min,,,,,,,,,,,,,,,,
Route_Product_4,170,350_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.116,0.06,min,0.837,min,,,,,,,,,,,,,,,,
Route_Product_4,171,351_Wet_Etch,Wet_Etch,WE_FE_41,Wafer,uniform,0.612,0.03,min,0.459,min,,,,,,,,,,,,,,,,
Route_Product_4,172,352_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,23.208,1.16,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_4,173,353_Delay,Delay_32,Delay_32,Lot,uniform,120.0,6.0,min,,,,,,,,,,,,,,,,,,
Route_Product_4,174,354_TF_Met,TF_Met,TF_Met_FE_61,Lot,uniform,9.39,0.47,min,,,,,,,,,,,,,,,37.0,,,
Route_Product_4,175,356_TF,TF,TF_FE_5,Lot,uniform,64.602,3.23,min,54.9117,min,,,,,,,,,,,,,,,,
Route_Product_4,176,357_Delay,Delay_32,Delay_32,Lot,uniform,240.0,12.0,min,,,,,,,,,,,,,,,,,,
Route_Product_4,177,358_Diffusion,Diffusion,Diffusion_FE_94,Batch,uniform,473.022,23.65,min,,,125.0,150.0,,,,,,,,,,,,,,
Route_Product_4,178,359_Dielectric,Dielectric,Dielectric_FE_130,Lot,uniform,53.25,2.66,min,47.925,min,,,,,,,,,,,,,,,,
Route_Product_4,179,360_Wet_Etch,Wet_Etch,WE_FE_41,Wafer,uniform,0.966,0.05,min,0.7245,min,,,,,,,,,,,,,,,,
Route_Product_4,180,361_Planar,Planar,Planar_FE_76,Lot,uniform,55.842,2.79,min,39.0894,min,,,,,,,,,,,,,,,,
