ROUTE,STEP,STEP DESCRIPTION,AREA,TOOLGROUP,PROCESSING UNIT,PROCESSINGTIME DISTRIBUTION,MEAN,OFFSET,PT UNITS,CASCADING INTERVAL,C Units,BATCH MINIMUM,BATCH MAXIMUM,SETUP,WHEN,SETUP DISTRIBUTION,SETUP TIME,OFFSET.1,ST UNITS,STEP FOR LTL DEDICATION,REWORK PROBABILITY in %,R UNIT,STEP FOR REWORK,PROCESSING PROBABILITY in % (Sampling),STEP FOR CRITICAL QUEUE TIME,CQT,CQTUNITS
Route_Product_5,94,153_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,25.158,1.26,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_5,95,154_Def_Met,Def_Met,DefMet_FE_10,Lot,uniform,29.238,1.46,min,,,,,,,,,,,,,,,57.0,,,
Route_Product_5,96,155_Delay,Delay,Delay_32,Lot,uniform,120.0,6.0,min,,,,,,,,,,,,,,,,,,
Route_Product_5,97,156_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,134.61,6.73,min,,,,,,,,,,,,,,,,,,
Route_Product_5,98,157_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.906,0.05,min,0.6795,min,,,,,,,,,,,,,,,,
Route_Product_5,99,174_Litho,Litho,Litho_FE_111,Wafer,uniform,2.484,0.12,min,,,,,,,,,,,,,,,,,,
Route_Product_5,100,175_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,15.054,0.75,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_5,101,176_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,28.002,1.4,min,,,,,,,,,,,,0.5,lot,99.0,100.0,,,
Route_Product_5,102,177_Implant,Implant,Implant_132,Wafer,uniform,1.326,0.07,min,0.9945,min,,,SU132_1,need,,,,,,,,,,,,
Route_Product_5,103,178_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,108.87,5.44,min,,,,,,,,,,,,,,,,,,
Route_Product_5,104,179_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.098,0.05,min,0.8235,min,,,,,,,,,,,,,,,,
Route_Product_5,105,180_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,26.088,1.3,min,,,,,,,,,,,,,,,51.0,,,
Route_Product_5,106,181_Diffusion,Diffusion,Diffusion_FE_122,Batch,uniform,484.014,24.2,min,,,100.0,125.0,,,,,,,,,,,,,,
Route_Product_5,107,182_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,123.51,6.18,min,,,,,,,,,,,,,,,,,,
Route_Product_5,108,183_Implant,Implant,Implant_91,Wafer,uniform,0.864,0.04,min,0.648,min,,,SU91_2,need,,,,,,,,,,,,
Route_Product_5,109,184_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.822,0.04,min,0.6165,min,,,,,,,,,,,,,,,,
Route_Product_5,110,185_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.928,0.15,min,,,,,SU185_5,need,constant,8.0,,min,,,,,,,,
Route_Product_5,111,186_Litho,Litho,Litho_FE_111,Wafer,uniform,3.114,0.16,min,,,,,,,,,,,138.0,,,,,,,
Route_Product_5,112,187_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,27.186,1.36,min,,,,,,,,,,,,,,,33.0,,,
Route_Product_5,113,188_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,29.478,1.47,min,,,,,,,,,,,,,,,44.0,,,
Route_Product_5,114,189_Dry_Etch,Dry_Etch,DE_FE_51,Lot,uniform,126.0,6.3,min,,,,,,,,,,,,,,,,,,
Route_Product_5,115,190_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.882,0.04,min,0.6615,min,,,,,,,,,,,,,,,,
Route_Product_5,116,191_Implant,Implant,Implant_128,Wafer,uniform,0.888,0.04,min,0.666,min,,,SU128_2,need,,,,,,,,,,,,
Route_Product_5,117,192_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,154.458,7.72,min,,,,,,,,,,,,,,,,,,
Route_Product_5,118,193_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,13.818,0.69,min,,,,,,,,,,,,,,,54.0,,,
Route_Product_5,119,194_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.882,0.04,min,0.6615,min,,,,,,,,,,,,,,,,
Route_Product_5,120,195_Implant,Implant,Implant_128,Wafer,uniform,1.116,0.06,min,0.837,min,,,SU128_1,need,,,,,,,,,,,,
Route_Product_5,121,196_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.978,0.05,min,0.7335,min,,,,,,,,,,,,,,,,
Route_Product_5,122,197_Implant,Implant,Implant_91,Wafer,uniform,1.236,0.06,min,0.927,min,,,SU91_3,need,,,,,,,,,,,,
Route_Product_5,123,198_Diffusion,Diffusion,Diffusion_FE_100,Batch,uniform,389.094,19.45,min,,,125.0,150.0,,,,,,,,,,,,,,
Route_Product_5,124,199_TF_Met,TF_Met,TF_Met_FE_61,Lot,uniform,7.8,0.39,min,,,,,,,,,,,,,,,33.0,,,
Route_Product_5,125,200_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,22.704,1.14,min,,,,,,,,,,,,,,,55.0,,,
Route_Product_5,126,201_Diffusion,Diffusion,Diffusion_FE_122,Batch,uniform,522.816,26.14,min,,,125.0,150.0,,,,,,,,,,,,,,
Route_Product_5,127,203_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.098,0.05,min,0.8235,min,,,,,,,,,,,,,,,,
Route_Product_5,128,331_Litho,Litho,LithoTrack_FE_95,Wafer,uniform,1.704,0.09,min,,,,,,,,,,,,,,,,,,
Route_Product_5,129,332_Dry_Etch,Dry_Etch,DE_FE_70,Lot,uniform,67.254,3.36,min,,,,,,,,,,,,,,,,,,
Route_Product_5,130,333_Wet_Etch,Wet_Etch,WE_FE_41,Wafer,uniform,0.87,0.04,min,0.6525,min,,,,,,,,,,,,,,,,
Route_Product_5,131,334_TF_Met,TF_Met,TF_Met_FE_61,Lot,uniform,9.582,0.48,min,,,,,,,,,,,,,,,37.0,,,
Route_Product_5,132,335_Wet_Etch,Wet_Etch,WE_FE_41,Wafer,uniform,0.948,0.05,min,0.711,min,,,,,,,,,,,,,,,,
Route_Product_5,133,336_Diffusion,Diffusion,Diffusion_FE_94,Batch,uniform,539.346,26.97,min,,,75.0,100.0,,,,,,,,,,,,,,
Route_Product_5,134,337_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.96,0.05,min,0.72,min,,,,,,,,,,,,,,,,
Route_Product_5,135,338_TF,TF,TF_FE_103,Lot,uniform,84.204,4.21,min,71.5734,min,,,,,,,,,,,,,,,,
Route_Product_5,136,339_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.624,0.03,min,0.468,min,,,,,,,,,,,,,,,,
Route_Product_5,137,344_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,3.0,0.15,min,,,,,SU344_5,need,constant,8.0,,min,,,,,,,,
Route_Product_5,138,345_Litho,Litho,Litho_FE_111,Wafer,uniform,3.108,0.16,min,,,,,,,,,,,,,,,,,,
Route_Product_5,139,346_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,23.226,1.16,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_5,140,347_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,25.644,1.28,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_5,141,348_Dry_Etch,Dry_Etch,DE_FE_70,Lot,uniform,148.344,7.42,min,,,,,,,,,,,,,,,,,,
Route_Product_5,142,349_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.996,0.05,min,0.747,min,,,,,,,,,,,,,,,,
Route_Product_5,143,350_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.116,0.06,min,0.837,min,,,,,,,,,,,,,,,,
Route_Product_5,144,351_Wet_Etch,Wet_Etch,WE_FE_41,Wafer,uniform,0.612,0.03,min,0.459,min,,,,,,,,,,,,,,,,
Route_Product_5,145,352_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,23.208,1.16,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_5,146,353_Delay,Delay,Delay_32,Lot,uniform,120.0,6.0,min,,,,,,,,,,,,,,,,,,
Route_Product_5,147,354_TF_Met,TF_Met,TF_Met_FE_61,Lot,uniform,9.39,0.47,min,,,,,,,,,,,,,,,37.0,,,
Route_Product_5,148,356_TF,TF,TF_FE_5,Lot,uniform,64.602,3.23,min,54.9117,min,,,,,,,,,,,,,,,,
Route_Product_5,149,357_Delay,Delay,Delay_32,Lot,uniform,240.0,12.0,min,,,,,,,,,,,,,,,,,,
Route_Product_5,150,358_Diffusion,Diffusion,Diffusion_FE_94,Batch,uniform,473.022,23.65,min,,,125.0,150.0,,,,,,,,,,,,,,
Route_Product_5,151,359_Dielectric,Dielectric,Dielectric_FE_130,Lot,uniform,53.25,2.66,min,47.925,min,,,,,,,,,,,,,,,,
Route_Product_5,152,360_Wet_Etch,Wet_Etch,WE_FE_41,Wafer,uniform,0.966,0.05,min,0.7245,min,,,,,,,,,,,,,,,,
Route_Product_5,153,361_Planar,Planar,Planar_FE_76,Lot,uniform,55.842,2.79,min,39.0894,min,,,,,,,,,,,,,,,,
Route_Product_5,154,362_TF,TF,TF_FE_104,Lot,uniform,69.63,3.48,min,59.1855,min,,,,,,,,,,,,,,,,
Route_Product_5,155,363_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.642,0.03,min,0.4815,min,,,,,,,,,,,,,,,,
Route_Product_5,156,364_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.87,0.04,min,0.6525,min,,,,,,,,,,,,,,,,
Route_Product_5,157,390_Litho,Litho,Litho_FE_92,Wafer,uniform,3.306,0.17,min,,,,,,,,,,,,,,,,,,
Route_Product_5,158,391_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,17.442,0.87,min,,,,,,,,,,,,,,,21.0,,,
Route_Product_5,159,392_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,27.666,1.38,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_5,160,394_Dry_Etch,Dry_Etch,DE_FE_72,Lot,uniform,69.69,3.48,min,,,,,,,,,,,,,,,,,,
Route_Product_5,161,395_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,170.394,8.52,min,,,,,,,,,,,,,,,,162.0,1.0,hr
Route_Product_5,162,396_Wet_Etch,Wet_Etch,WE_FE_41,Wafer,uniform,0.852,0.04,min,0.639,min,,,,,,,,,,,,,,,,
Route_Product_5,163,397_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,0.894,0.04,min,0.6705,min,,,,,,,,,,,,,,,,
Route_Product_5,164,398_Wet_Etch,Wet_Etch,WE_FE_85,Wafer,uniform,0.768,0.04,min,0.576,min,,,,,,,,,,,,,,,,
Route_Product_5,165,485_Litho,Litho,LithoTrack_FE_95,Wafer,uniform,1.914,0.1,min,,,,,SU485_5,need,constant,15.0,,min,,,,,,,,
Route_Product_5,166,486_Litho,Litho,LithoTrack_BE_117,Wafer,uniform,1.806,0.09,min,,,,,,,,,,,,,,,,,,
Route_Product_5,167,487_Litho_Met,Litho_Met,LithoMet_BE_18,Lot,uniform,27.414,1.37,min,,,,,,,,,,,,,,,24.0,,,
Route_Product_5,168,488_Litho_Met,Litho_Met,Litho_REG_BE_63,Lot,uniform,26.562,1.33,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_5,169,490_Dry_Etch,Dry_Etch,DE_BE_50,Lot,uniform,84.348,4.22,min,,,,,,,,,,,,,,,,,,
Route_Product_5,170,491_Wet_Etch,Wet_Etch,WE_BE_14,Wafer,uniform,0.984,0.05,min,0.738,min,,,,,,,,,,,,,,,,
Route_Product_5,171,492_Wet_Etch,Wet_Etch,WE_BE_81,Wafer,uniform,1.146,0.06,min,0.8595,min,,,,,,,,,,,,,,,,
Route_Product_5,172,493_Wet_Etch,Wet_Etch,WE_BE_82,Wafer,uniform,0.606,0.03,min,0.4545,min,,,,,,,,,,,,,,,,
Route_Product_5,173,494_Litho,Litho,LithoTrack_FE_95,Wafer,uniform,1.458,0.07,min,,,,,SU494_5,need,constant,15.0,,min,,,,,,,,
Route_Product_5,174,495_Litho,Litho,LithoTrack_BE_117,Wafer,uniform,2.862,0.14,min,,,,,,,,,,,,,,,,,,
Route_Product_5,175,496_Wet_Etch,Wet_Etch,WE_BE_82,Wafer,uniform,1.17,0.06,min,0.8775,min,,,,,,,,,,,,,,,,
Route_Product_5,176,519_Litho,Litho,LithoTrack_FE_95,Wafer,uniform,3.078,0.15,min,,,,,SU519_5,need,constant,15.0,,min,,,,,,,,
Route_Product_5,177,520_Litho,Litho,Litho_BE_93,Wafer,uniform,1.8,0.09,min,,,,,,,,,,,,,,,,,,
Route_Product_5,178,521_Litho_Met,Litho_Met,LithoMet_BE_18,Lot,uniform,15.54,0.78,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_5,179,522_Litho_Met,Litho_Met,Litho_REG_BE_63,Lot,uniform,19.776,0.99,min,,,,,,,,,,,,1.0,lot,177.0,31.0,,,
Route_Product_5,180,523_Dry_Etch,Dry_Etch,DE_BE_50,Lot,uniform,173.106,8.66,min,,,,,,,,,,,,,,,,,,
