ROUTE,STEP,STEP DESCRIPTION,AREA,TOOLGROUP,PROCESSING UNIT,PROCESSINGTIME DISTRIBUTION,MEAN,OFFSET,PT UNITS,CASCADING INTERVAL,C Units,BATCH MINIMUM,BATCH MAXIMUM,SETUP,WHEN,SETUP DISTRIBUTION,SETUP TIME,OFFSET.1,ST UNITS,STEP FOR LTL DEDICATION,REWORK PROBABILITY in %,R UNIT,STEP FOR REWORK,PROCESSING PROBABILITY in % (Sampling),STEP FOR CRITICAL QUEUE TIME,CQT,CQTUNITS
Route_Product_2,14,014_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.172,0.11,min,,,,,,,,,,,,,,,,,,
Route_Product_2,15,015_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.676,0.13,min,,,,,SU015_2,need,constant,8.0,,min,,,,,,,,
Route_Product_2,16,016_Litho,Litho,Litho_FE_92,Wafer,uniform,2.64,0.13,min,,,,,,,,,,,101.0,,,,,,,
Route_Product_2,17,017_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,28.104,1.41,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_2,18,018_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,25.272,1.26,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_2,19,019_Def_Met,Def_Met,DefMet_FE_10,Lot,uniform,6.876,0.34,min,,,,,,,,,,,,,,,57.0,,,
Route_Product_2,20,020_Implant,Implant,Implant_128,Wafer,uniform,1.14,0.06,min,0.855,min,,,SU128_3,need,,,,,,,,,,,,
Route_Product_2,21,021_Dry_Etch,Dry_Etch,DE_FE_1,Lot,uniform,135.234,6.76,min,,,,,,,,,,,,,,,,,,
Route_Product_2,22,022_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,162.798,8.14,min,,,,,,,,,,,,,,,,,,
Route_Product_2,23,023_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.002,0.05,min,0.7515,min,,,,,,,,,,,,,,,,
Route_Product_2,24,024_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.978,0.05,min,0.7335,min,,,,,,,,,,,,,,,,
Route_Product_2,25,025_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,18.906,0.95,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_2,26,026_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,19.374,0.97,min,,,,,,,,,,,,,,,57.0,,,
Route_Product_2,27,027_Diffusion,Diffusion,Diffusion_FE_44,Batch,uniform,349.992,17.5,min,,,100.0,125.0,,,,,,,,,,,,,,
Route_Product_2,28,028_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,6.372,0.32,min,,,,,,,,,,,,,,,51.0,,,
Route_Product_2,29,029_Dry_Etch,Dry_Etch,DE_FE_51,Lot,uniform,72.492,3.62,min,,,,,,,,,,,,,,,,,,
Route_Product_2,30,030_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,84.336,4.22,min,,,,,,,,,,,,,,,,,,
Route_Product_2,31,031_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.93,0.05,min,0.6975,min,,,,,,,,,,,,,,,,
Route_Product_2,32,032_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,0.948,0.05,min,0.711,min,,,,,,,,,,,,,,,,
Route_Product_2,33,034_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.14,0.06,min,0.855,min,,,,,,,,,,,,,,34.0,2.0,hr
Route_Product_2,34,035_Litho,Litho,LithoTrack_FE_95,Wafer,uniform,2.784,0.14,min,,,,,,,,,,,,,,,,,,
Route_Product_2,35,036_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,1.692,0.08,min,,,,,SU036_2,need,constant,8.0,,min,,,,,,,,
Route_Product_2,36,037_Litho,Litho,Litho_FE_92,Wafer,uniform,2.226,0.11,min,,,,,,,,,,,,,,,,,,
Route_Product_2,37,038_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,16.902,0.85,min,,,,,,,,,,,,,,,30.0,,,
Route_Product_2,38,039_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,21.306,1.07,min,,,,,,,,,,,,,,,49.0,,,
Route_Product_2,39,043_Dry_Etch,Dry_Etch,DE_FE_59,Lot,uniform,108.438,5.42,min,,,,,,,,,,,,,,,,,,
Route_Product_2,40,044_Wet_Etch,Wet_Etch,WE_FE_47,Wafer,uniform,1.14,0.06,min,0.855,min,,,,,,,,,,,,,,,,
Route_Product_2,41,045_Dry_Etch,Dry_Etch,DE_FE_71,Lot,uniform,80.958,4.05,min,,,,,,,,,,,,,,,,,,
Route_Product_2,42,046_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.84,0.04,min,0.63,min,,,,,,,,,,,,,,,,
Route_Product_2,43,047_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,9.744,0.49,min,,,,,,,,,,,,,,,53.0,,,
Route_Product_2,44,048_Delay,Delay_32,Delay_32,Lot,uniform,180.0,9.0,min,,,,,,,,,,,,,,,,,,
Route_Product_2,45,049_Dry_Etch,Dry_Etch,DE_FE_54,Lot,uniform,97.818,4.89,min,,,,,,,,,,,,,,,,,,
Route_Product_2,46,050_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,105.036,5.25,min,,,,,,,,,,,,,,,,,,
Route_Product_2,47,051_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.792,0.04,min,0.594,min,,,,,,,,,,,,,,,,
Route_Product_2,48,052_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,20.67,1.03,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_2,49,053_Def_Met,Def_Met,DefMet_FE_34,Lot,uniform,25.224,1.26,min,,,,,,,,,,,,,,,56.0,,,
Route_Product_2,50,054_Delay,Delay_32,Delay_32,Lot,uniform,240.0,12.0,min,,,,,,,,,,,,,,,,,,
Route_Product_2,51,055_Wet_Etch,Wet_Etch,WE_FE_8,Wafer,uniform,1.086,0.05,min,0.8145,min,,,,,,,,,,,,,,,,
Route_Product_2,52,056_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,0.96,0.05,min,0.72,min,,,,,,,,,,,,,,,,
Route_Product_2,53,057_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,29.298,1.46,min,,,,,,,,,,,,,,,56.0,,,
Route_Product_2,54,060_Dielectric,Dielectric,Dielectric_FE_112,Lot,uniform,44.94,2.25,min,,,,,,,,,,,,,,,,,,
Route_Product_2,55,061_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.08,0.05,min,0.81,min,,,,,,,,,,,,,,,,
Route_Product_2,56,062_Dielectric,Dielectric,Dielectric_FE_112,Lot,uniform,33.324,1.67,min,,,,,,,,,,,,,,,,,,
Route_Product_2,57,063_Planar,Planar,Planar_FE_79,Lot,uniform,77.07,3.85,min,53.949,min,,,,,,,,,,,,,,,,
Route_Product_2,58,064_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.194,0.06,min,0.8955,min,,,,,,,,,,,,,,,,
Route_Product_2,59,065_Litho,Litho,Litho_FE_111,Wafer,uniform,1.92,0.1,min,,,,,,,,,,,122.0,,,,,,,
Route_Product_2,60,066_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,24.606,1.23,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_2,61,067_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,20.196,1.01,min,,,,,,,,,,,,,,,23.0,,,
Route_Product_2,62,068_Implant,Implant,Implant_132,Wafer,uniform,1.05,0.05,min,0.7875,min,,,SU132_3,need,,,,,,,,,,,,
Route_Product_2,63,069_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,155.718,7.79,min,,,,,,,,,,,,,,,,,,
Route_Product_2,64,070_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.068,0.05,min,0.801,min,,,,,,,,,,,,,,,,
Route_Product_2,65,071_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.128,0.06,min,0.846,min,,,,,,,,,,,,,,,,
Route_Product_2,66,072_Litho,Litho,Litho_FE_98,Wafer,uniform,1.464,0.07,min,,,,,,,,,,,,,,,,,,
Route_Product_2,67,073_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,17.91,0.9,min,,,,,,,,,,,,,,,47.0,,,
Route_Product_2,68,074_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,20.634,1.03,min,,,,,,,,,,,,1.7,lot,66.0,100.0,,,
Route_Product_2,69,075_Implant,Implant,Implant_128,Wafer,uniform,0.816,0.04,min,0.612,min,,,SU128_1,need,,,,,,,,,,,,
Route_Product_2,70,076_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,77.358,3.87,min,,,,,,,,,,,,,,,,,,
Route_Product_2,71,077_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.08,0.05,min,0.81,min,,,,,,,,,,,,,,,,
Route_Product_2,72,078_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.708,0.04,min,0.531,min,,,,,,,,,,,,,,,,
Route_Product_2,73,092_Litho,Litho,Litho_FE_111,Wafer,uniform,1.692,0.08,min,,,,,,,,,,,,,,,,,,
Route_Product_2,74,093_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,27.294,1.36,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_2,75,094_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,26.22,1.31,min,,,,,,,,,,,,1.0,lot,73.0,100.0,,,
Route_Product_2,76,095_Implant,Implant,Implant_132,Wafer,uniform,1.332,0.07,min,0.999,min,,,SU132_1,need,,,,,,,,,,,,
Route_Product_2,77,096_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.176,0.06,min,0.882,min,,,,,,,,,,,,,,,,
Route_Product_2,78,097_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,82.242,4.11,min,,,,,,,,,,,,,,,,,,
Route_Product_2,79,098_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.708,0.04,min,0.531,min,,,,,,,,,,,,,,,,
Route_Product_2,80,100_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.87,0.04,min,0.6525,min,,,,,,,,,,,,,,,,
Route_Product_2,81,101_Delay,Delay_32,Delay_32,Lot,uniform,240.0,12.0,min,,,,,,,,,,,,,,,,,,
Route_Product_2,82,102_Implant,Implant,Implant_88,Wafer,uniform,0.864,0.04,min,0.648,min,,,,,,,,,,,,,,,,
Route_Product_2,83,103_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.906,0.05,min,0.6795,min,,,,,,,,,,,,,,,,
Route_Product_2,84,104_TF,TF,TF_FE_131,Lot,uniform,82.584,4.13,min,70.1964,min,,,,,,,,,,,,,,,,
Route_Product_2,85,105_Def_Met,Def_Met,DefMet_FE_34,Lot,uniform,8.142,0.41,min,,,,,,,,,,,,,,,58.0,,,
Route_Product_2,86,106_Delay,Delay_32,Delay_32,Lot,uniform,180.0,9.0,min,,,,,,,,,,,,,,,,,,
Route_Product_2,87,108_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.624,0.03,min,0.468,min,,,,,,,,,,,,,,88.0,10.0,hr
Route_Product_2,88,109_Diffusion,Diffusion,Diffusion_FE_120,Batch,uniform,399.516,19.98,min,,,75.0,100.0,,,,,,,,,,,,,,
Route_Product_2,89,110_Diffusion,Diffusion,Diffusion_FE_127,Batch,uniform,317.748,15.89,min,,,100.0,125.0,,,,,,,,,,,,,,
Route_Product_2,90,111_Planar,Planar,Planar_FE_77,Lot,uniform,43.116,2.16,min,30.1812,min,,,,,,,,,,,,,,,,
Route_Product_2,91,112_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.05,0.05,min,0.7875,min,,,,,,,,,,,,,,,,
Route_Product_2,92,113_Delay,Delay_32,Delay_32,Lot,uniform,120.0,6.0,min,,,,,,,,,,,,,,,,,,
Route_Product_2,93,114_Dielectric,Dielectric,Dielectric_FE_30,Lot,uniform,33.426,1.67,min,30.0834,min,,,,,,,,,,,,,,,,
Route_Product_2,94,115_Def_Met,Def_Met,DefMet_FE_34,Lot,uniform,13.698,0.68,min,,,,,,,,,,,,,,,59.0,,,
Route_Product_2,95,116_Wet_Etch,Wet_Etch,WE_FE_8,Wafer,uniform,0.792,0.04,min,0.594,min,,,,,,,,,,,,,,,,
Route_Product_2,96,117_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.66,0.03,min,0.495,min,,,,,,,,,,,,,,,,
Route_Product_2,97,118_Implant,Implant,Implant_91,Wafer,uniform,1.242,0.06,min,0.9315,min,,,SU91_1,need,,,,,,,,,,,,
Route_Product_2,98,119_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,1.08,0.05,min,0.81,min,,,,,,,,,,,,,,,,
Route_Product_2,99,120_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.978,0.05,min,0.7335,min,,,,,,,,,,,,,,,,
Route_Product_2,100,121_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.67,0.13,min,,,,,SU121_2,need,constant,8.0,,min,,,,,,,,
Route_Product_2,101,122_Litho,Litho,Litho_FE_92,Wafer,uniform,3.066,0.15,min,,,,,,,,,,,300.0,,,,,,,
Route_Product_2,102,123_TF_Met,TF_Met,TF_Met_FE_61,Lot,uniform,9.924,0.5,min,,,,,,,,,,,,,,,31.0,,,
Route_Product_2,103,124_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,23.598,1.18,min,,,,,,,,,,,,,,,42.0,,,
Route_Product_2,104,125_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,25.29,1.26,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_2,105,126_Implant,Implant,Implant_128,Wafer,uniform,1.32,0.07,min,0.99,min,,,SU128_1,need,,,,,,,,,,,,
Route_Product_2,106,127_Dry_Etch,Dry_Etch,DE_FE_71,Lot,uniform,99.978,5.0,min,,,,,,,,,,,,,,,,,,
Route_Product_2,107,128_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,150.15,7.51,min,,,,,,,,,,,,,,,,,,
Route_Product_2,108,129_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,27.834,1.39,min,,,,,,,,,,,,,,,58.0,,,
Route_Product_2,109,130_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.936,0.05,min,0.702,min,,,,,,,,,,,,,,,,
Route_Product_2,110,131_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,0.708,0.04,min,0.531,min,,,,,,,,,,,,,,,,
Route_Product_2,111,132_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.146,0.06,min,0.8595,min,,,,,,,,,,,,,,,,
Route_Product_2,112,133_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,9.144,0.46,min,,,,,,,,,,,,,,,52.0,,,
Route_Product_2,113,134_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.898,0.14,min,,,,,SU134_2,need,constant,8.0,,min,,,,,,,,
Route_Product_2,114,135_Litho,Litho,Litho_FE_92,Wafer,uniform,2.55,0.13,min,,,,,,,,,,,,,,,,,,
Route_Product_2,115,136_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,27.864,1.39,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_2,116,137_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,28.926,1.45,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_2,117,138_Dry_Etch,Dry_Etch,DE_FE_71,Lot,uniform,170.784,8.54,min,,,,,,,,,,,,,,,,,,
Route_Product_2,118,139_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.062,0.05,min,0.7965,min,,,,,,,,,,,,,,,,
Route_Product_2,119,140_Wet_Etch,Wet_Etch,WE_FE_83,Wafer,uniform,0.9,0.05,min,0.675,min,,,,,,,,,,,,,,,,
Route_Product_2,120,141_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.96,0.05,min,0.72,min,,,,,,,,,,,,,,,,
Route_Product_2,121,142_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,8.016,0.4,min,,,,,,,,,,,,,,,50.0,,,
Route_Product_2,122,158_Litho,Litho,Litho_FE_111,Wafer,uniform,3.168,0.16,min,,,,,,,,,,,131.0,,,,,,,
Route_Product_2,123,159_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,21.954,1.1,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_2,124,160_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,25.278,1.26,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_2,125,161_Litho,Litho,Litho_FE_35,Wafer,uniform,2.022,0.1,min,,,,,,,,,,,,,,,,,,
Route_Product_2,126,162_Implant,Implant,Implant_132,Wafer,uniform,0.924,0.05,min,0.693,min,,,SU132_2,need,,,,,,,,,,,,
Route_Product_2,127,163_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,165.792,8.29,min,,,,,,,,,,,,,,,,,,
Route_Product_2,128,164_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,15.252,0.76,min,,,,,,,,,,,,,,,52.0,,,
Route_Product_2,129,165_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.038,0.05,min,0.7785,min,,,,,,,,,,,,,,,,
Route_Product_2,130,166_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.654,0.03,min,0.4905,min,,,,,,,,,,,,,,,,
Route_Product_2,131,167_Litho,Litho,Litho_FE_111,Wafer,uniform,2.01,0.1,min,,,,,,,,,,,150.0,,,,,,,
Route_Product_2,132,168_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,21.846,1.09,min,,,,,,,,,,,,,,,31.0,,,
Route_Product_2,133,169_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,22.506,1.13,min,,,,,,,,,,,,,,,48.0,,,
Route_Product_2,134,170_Implant,Implant,Implant_132,Wafer,uniform,1.44,0.07,min,1.08,min,,,SU132_3,need,,,,,,,,,,,,
Route_Product_2,135,171_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,126.198,6.31,min,,,,,,,,,,,,,,,,,,
Route_Product_2,136,172_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.158,0.06,min,0.8685,min,,,,,,,,,,,,,,,,
Route_Product_2,137,173_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.158,0.06,min,0.8685,min,,,,,,,,,,,,,,,,
Route_Product_2,138,174_Litho,Litho,Litho_FE_111,Wafer,uniform,2.484,0.12,min,,,,,,,,,,,,,,,,,,
Route_Product_2,139,175_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,15.054,0.75,min,,,,,,,,,,,,,,,100.0,,,
Route_Product_2,140,176_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,28.002,1.4,min,,,,,,,,,,,,0.5,lot,138.0,100.0,,,
Route_Product_2,141,177_Implant,Implant,Implant_132,Wafer,uniform,1.326,0.07,min,0.9945,min,,,SU132_1,need,,,,,,,,,,,,
Route_Product_2,142,178_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,108.87,5.44,min,,,,,,,,,,,,,,,,,,
Route_Product_2,143,179_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.098,0.05,min,0.8235,min,,,,,,,,,,,,,,,,
Route_Product_2,144,180_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,26.088,1.3,min,,,,,,,,,,,,,,,51.0,,,
Route_Product_2,145,181_Diffusion,Diffusion,Diffusion_FE_122,Batch,uniform,484.014,24.2,min,,,100.0,125.0,,,,,,,,,,,,,,
Route_Product_2,146,182_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,123.51,6.18,min,,,,,,,,,,,,,,,,,,
Route_Product_2,147,183_Implant,Implant,Implant_91,Wafer,uniform,0.864,0.04,min,0.648,min,,,SU91_2,need,,,,,,,,,,,,
Route_Product_2,148,184_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,0.822,0.04,min,0.6165,min,,,,,,,,,,,,,,,,
Route_Product_2,149,185_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.928,0.15,min,,,,,SU185_2,need,constant,8.0,,min,,,,,,,,
Route_Product_2,150,186_Litho,Litho,Litho_FE_111,Wafer,uniform,3.114,0.16,min,,,,,,,,,,,265.0,,,,,,,
Route_Product_2,151,187_Litho_Met,Litho_Met,LithoMet_FE_19,Lot,uniform,27.186,1.36,min,,,,,,,,,,,,,,,33.0,,,
Route_Product_2,152,188_Litho_Met,Litho_Met,Litho_REG_FE_64,Lot,uniform,29.478,1.47,min,,,,,,,,,,,,,,,44.0,,,
Route_Product_2,153,189_Dry_Etch,Dry_Etch,DE_FE_51,Lot,uniform,126.0,6.3,min,,,,,,,,,,,,,,,,,,
Route_Product_2,154,190_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.882,0.04,min,0.6615,min,,,,,,,,,,,,,,,,
Route_Product_2,155,191_Implant,Implant,Implant_128,Wafer,uniform,0.888,0.04,min,0.666,min,,,SU128_2,need,,,,,,,,,,,,
Route_Product_2,156,192_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,154.458,7.72,min,,,,,,,,,,,,,,,,,,
Route_Product_2,157,193_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,13.818,0.69,min,,,,,,,,,,,,,,,54.0,,,
Route_Product_2,158,194_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.882,0.04,min,0.6615,min,,,,,,,,,,,,,,,,
Route_Product_2,159,195_Implant,Implant,Implant_128,Wafer,uniform,1.116,0.06,min,0.837,min,,,SU128_1,need,,,,,,,,,,,,
Route_Product_2,160,196_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.978,0.05,min,0.7335,min,,,,,,,,,,,,,,,,
Route_Product_2,161,197_Implant,Implant,Implant_91,Wafer,uniform,1.236,0.06,min,0.927,min,,,SU91_3,need,,,,,,,,,,,,
Route_Product_2,162,198_Diffusion,Diffusion,Diffusion_FE_100,Batch,uniform,389.094,19.45,min,,,125.0,150.0,,,,,,,,,,,,,,
Route_Product_2,163,199_TF_Met,TF_Met,TF_Met_FE_61,Lot,uniform,7.8,0.39,min,,,,,,,,,,,,,,,33.0,,,
Route_Product_2,164,200_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,22.704,1.14,min,,,,,,,,,,,,,,,55.0,,,
Route_Product_2,165,201_Diffusion,Diffusion,Diffusion_FE_122,Batch,uniform,522.816,26.14,min,,,125.0,150.0,,,,,,,,,,,,,,
Route_Product_2,166,203_Wet_Etch,Wet_Etch,WE_FE_84,Wafer,uniform,1.098,0.05,min,0.8235,min,,,,,,,,,,,,,,167.0,2.0,hr
Route_Product_2,167,204_Litho,Litho,LithoTrack_FE_115,Wafer,uniform,2.778,0.14,min,,,,,,,,,,,,,,,,,,
Route_Product_2,168,205_Dry_Etch,Dry_Etch,DE_FE_51,Lot,uniform,172.998,8.65,min,,,,,,,,,,,,,,,,,,
Route_Product_2,169,206_Implant,Implant,Implant_74,Wafer,uniform,0.822,0.04,min,0.6165,min,,,,,,,,,,,,,,,,
Route_Product_2,170,207_Delay,Delay_32,Delay_32,Lot,uniform,120.0,6.0,min,,,,,,,,,,,,,,,,,,
Route_Product_2,171,208_Implant,Implant,Implant_128,Wafer,uniform,0.978,0.05,min,0.7335,min,,,SU128_2,need,,,,,,,,,,,,
Route_Product_2,172,209_Def_Met,Def_Met,DefMet_FE_43,Lot,uniform,6.234,0.31,min,,,,,,,,,,,,,,,52.0,,,
Route_Product_2,173,211_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,104.298,5.21,min,,,,,,,,,,,,,,,,174.0,1.0,hr
Route_Product_2,174,212_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.852,0.04,min,0.639,min,,,,,,,,,,,,,,,,
Route_Product_2,175,213_Implant,Implant,Implant_91,Wafer,uniform,0.786,0.04,min,0.5895,min,,,SU91_3,need,,,,,,,,,,,,
Route_Product_2,176,214_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,0.678,0.03,min,0.5085,min,,,,,,,,,,,,,,,,
Route_Product_2,177,215_Dry_Etch,Dry_Etch,DE_FE_62,Lot,uniform,169.656,8.48,min,,,,,,,,,,,,,,,,,,
Route_Product_2,178,216_Dry_Etch,Dry_Etch,DE_FE_86,Lot,uniform,73.506,3.68,min,,,,,,,,,,,,,,,,,,
Route_Product_2,179,217_TF_Met,TF_Met,TF_Met_FE_61,Lot,uniform,6.168,0.31,min,,,,,,,,,,,,,,,34.0,,,
Route_Product_2,180,218_Wet_Etch,Wet_Etch,WE_FE_108,Wafer,uniform,1.098,0.05,min,0.8235,min,,,,,,,,,,,,,,,,
